,temporada_alta,dif_min,atraso_15,periodo_dia
33901,0,-3,0,tarde
33902,0,-4,0,tarde
33903,0,-3,0,tarde
33904,0,-1,0,tarde
33905,0,3,0,tarde
33906,0,5,0,tarde
33907,0,25,1,tarde
33908,0,3,0,tarde
33909,0,-7,0,tarde
33910,0,-5,0,tarde
33911,0,-9,0,tarde
33912,0,5,0,tarde
33913,0,2,0,tarde
33914,0,53,1,tarde
33915,0,0,0,tarde
33916,0,0,0,tarde
33917,0,-1,0,tarde
33918,0,-2,0,tarde
33919,0,5,0,tarde
33920,0,-4,0,tarde
33921,0,6,0,tarde
33922,0,-2,0,tarde
33923,0,3,0,tarde
33924,0,-6,0,tarde
33925,0,-2,0,tarde
33926,0,9,0,tarde
33927,0,9,0,tarde
33928,0,9,0,tarde
33929,0,14,0,tarde
33930,0,1,0,tarde
33931,0,8,0,tarde
33932,0,0,0,tarde
33933,0,21,1,tarde
33934,0,3,0,tarde
33935,0,0,0,tarde
33936,0,-4,0,tarde
33937,0,2,0,tarde
33938,0,-4,0,tarde
33939,0,10,0,tarde
33940,0,10,0,tarde
33941,0,11,0,tarde
33942,0,-1,0,tarde
33943,0,15,0,tarde
33944,0,-7,0,tarde
33945,0,-5,0,tarde
33946,0,-2,0,tarde
33947,0,8,0,tarde
33948,0,4,0,tarde
33949,0,-5,0,tarde
33950,0,-4,0,tarde
33951,0,2,0,tarde
33952,0,-6,0,tarde
33953,0,-2,0,tarde
33954,0,14,0,tarde
33955,0,27,1,tarde
33956,0,3,0,tarde
33957,0,-2,0,tarde
33958,0,13,0,tarde
33959,0,3,0,tarde
33960,0,19,1,tarde
33961,0,0,0,tarde
33962,0,0,0,tarde
33963,0,15,0,tarde
33964,0,9,0,tarde
33965,0,2,0,tarde
33966,0,-11,0,tarde
33967,0,-5,0,tarde
33968,0,14,0,tarde
33969,0,8,0,tarde
33970,0,1,0,tarde
33971,0,5,0,tarde
33972,0,75,1,tarde
33973,0,-7,0,tarde
33974,0,-3,0,tarde
33975,0,3,0,tarde
33976,0,-1,0,tarde
33977,0,-5,0,tarde
33978,0,21,1,tarde
33979,0,-2,0,tarde
33980,0,10,0,tarde
33981,0,10,0,tarde
33982,0,7,0,tarde
33983,0,46,1,tarde
33984,0,13,0,tarde
33985,0,3,0,tarde
33986,0,3,0,tarde
33987,0,31,1,tarde
33988,0,7,0,tarde
33989,0,2,0,tarde
33990,0,19,1,tarde
33991,0,-4,0,tarde
33992,0,18,1,tarde
33993,0,3,0,tarde
33994,0,-2,0,tarde
33995,0,30,1,tarde
33996,0,40,1,tarde
33997,0,3,0,tarde
33998,0,-6,0,tarde
33999,0,1,0,tarde
34000,0,3,0,tarde
34001,0,-6,0,tarde
34002,0,14,0,tarde
34003,0,0,0,tarde
34004,0,12,0,tarde
34005,0,7,0,tarde
34006,0,2,0,tarde
34007,0,1,0,tarde
34008,0,7,0,tarde
34009,0,-1,0,tarde
34010,0,2,0,tarde
34011,0,-6,0,tarde
34012,0,15,0,tarde
34013,0,-1,0,tarde
34014,0,9,0,tarde
34015,0,15,0,tarde
34016,0,-1,0,tarde
34017,0,-4,0,tarde
34018,0,-1,0,tarde
34019,0,5,0,tarde
34020,0,5,0,tarde
34021,0,43,1,tarde
34022,0,4,0,tarde
34023,0,10,0,tarde
34024,0,8,0,tarde
34025,0,-2,0,tarde
34026,0,1,0,tarde
34027,0,-7,0,tarde
34028,0,-1,0,tarde
34029,0,8,0,tarde
34030,0,-3,0,tarde
34031,0,-3,0,tarde
34032,0,4,0,tarde
34033,0,6,0,tarde
34034,0,1,0,tarde
34035,0,1,0,tarde
34036,0,45,1,tarde
34037,0,-5,0,tarde
34038,0,4,0,tarde
34039,0,1,0,tarde
34040,0,-1,0,tarde
34041,0,12,0,tarde
34042,0,3,0,tarde
34043,0,-2,0,tarde
34044,0,0,0,tarde
34045,0,1,0,tarde
34046,0,15,0,tarde
34047,0,0,0,tarde
34048,0,5,0,tarde
34049,0,1,0,tarde
34050,0,4,0,tarde
34051,0,4,0,tarde
34052,0,-4,0,tarde
34053,0,-1,0,tarde
34054,0,15,0,tarde
34055,0,-2,0,tarde
34056,0,0,0,tarde
34057,0,33,1,tarde
34058,0,33,1,tarde
34059,0,0,0,tarde
34060,0,-3,0,tarde
34061,0,-3,0,tarde
34062,0,3,0,tarde
34063,0,-1,0,tarde
34064,0,-3,0,tarde
34065,0,6,0,tarde
34066,0,3,0,tarde
34067,0,9,0,tarde
34068,0,32,1,tarde
34069,0,-4,0,tarde
34070,0,2,0,tarde
34071,0,1,0,tarde
34072,0,1,0,tarde
34073,0,11,0,tarde
34074,0,-3,0,tarde
34075,0,-8,0,tarde
34076,0,-3,0,tarde
34077,0,-1,0,tarde
34078,0,-4,0,tarde
34079,0,7,0,tarde
34080,0,6,0,tarde
34081,0,1,0,tarde
34082,0,0,0,tarde
34083,0,56,1,tarde
34084,0,8,0,tarde
34085,0,13,0,tarde
34086,0,3,0,tarde
34087,0,8,0,tarde
34088,0,-9,0,tarde
34089,0,9,0,tarde
34090,0,-4,0,tarde
34091,0,0,0,tarde
34092,0,7,0,tarde
34093,0,4,0,tarde
34094,0,7,0,tarde
34095,0,-3,0,tarde
34096,0,-1,0,tarde
34097,0,23,1,tarde
34098,0,-2,0,tarde
34099,0,5,0,tarde
34100,0,-4,0,tarde
34101,0,-1,0,tarde
34102,0,-2,0,tarde
34103,0,3,0,tarde
34104,0,-2,0,tarde
34105,0,0,0,tarde
34106,0,3,0,tarde
34107,0,23,1,tarde
34108,0,0,0,tarde
34109,0,11,0,tarde
34110,0,4,0,tarde
34111,0,-2,0,tarde
34112,0,21,1,tarde
34113,0,-2,0,tarde
34114,0,34,1,tarde
34115,0,13,0,tarde
34116,0,12,0,tarde
34117,0,10,0,tarde
34118,0,5,0,tarde
34119,0,3,0,tarde
34120,0,-2,0,tarde
34121,0,0,0,tarde
34122,0,-5,0,tarde
34123,0,4,0,tarde
34124,0,0,0,tarde
34125,0,0,0,tarde
34126,0,5,0,tarde
34127,0,19,1,tarde
34128,0,2,0,tarde
34129,0,4,0,tarde
34130,0,-1,0,tarde
34131,0,-2,0,tarde
34132,0,55,1,tarde
34133,0,-5,0,tarde
34134,0,-4,0,tarde
34135,0,-9,0,tarde
34136,0,-4,0,tarde
34137,0,16,1,tarde
34138,0,-4,0,tarde
34139,0,10,0,tarde
34140,0,4,0,tarde
34141,0,26,1,tarde
34142,0,-1,0,tarde
34143,0,12,0,tarde
34144,0,5,0,tarde
34145,0,7,0,tarde
34146,0,10,0,tarde
34147,0,10,0,tarde
34148,0,-3,0,tarde
34149,0,-2,0,tarde
34150,0,3,0,tarde
34151,0,6,0,tarde
34152,0,-2,0,tarde
34153,0,10,0,tarde
34154,0,-2,0,tarde
34155,0,12,0,tarde
34156,0,27,1,tarde
34157,0,10,0,tarde
34158,0,27,1,tarde
34159,0,5,0,tarde
34160,0,0,0,tarde
34161,0,2,0,tarde
34162,0,-2,0,tarde
34163,0,2,0,tarde
34164,0,4,0,tarde
34165,0,19,1,tarde
34166,0,5,0,tarde
34167,0,60,1,tarde
34168,0,13,0,tarde
34169,0,0,0,tarde
34170,0,-1,0,tarde
34171,0,-2,0,tarde
34172,0,4,0,tarde
34173,0,11,0,tarde
34174,0,-1,0,tarde
34175,0,3,0,tarde
34176,0,2,0,tarde
34177,0,34,1,tarde
34178,0,8,0,tarde
34179,0,-3,0,tarde
34180,0,4,0,tarde
34181,0,-2,0,tarde
34182,0,49,1,tarde
34183,0,2,0,tarde
34184,0,14,0,tarde
34185,0,-4,0,tarde
34186,0,4,0,tarde
34187,0,-2,0,tarde
34188,0,28,1,tarde
34189,0,4,0,tarde
34190,0,14,0,tarde
34191,0,2,0,tarde
34192,0,-3,0,tarde
34193,0,28,1,tarde
34194,0,-1,0,tarde
34195,0,15,0,tarde
34196,0,9,0,tarde
34197,0,5,0,tarde
34198,0,1,0,tarde
34199,0,3,0,tarde
34200,0,5,0,tarde
34201,0,42,1,tarde
34202,0,120,1,tarde
34203,0,13,0,tarde
34204,0,39,1,tarde
34205,0,-1,0,tarde
34206,0,9,0,tarde
34207,0,47,1,tarde
34208,0,5,0,tarde
34209,0,10,0,tarde
34210,0,62,1,tarde
34211,0,75,1,tarde
34212,0,33,1,tarde
34213,0,4,0,tarde
34214,0,-5,0,tarde
34215,0,1,0,tarde
34216,0,12,0,tarde
34217,0,-2,0,tarde
34218,0,3,0,tarde
34219,0,-2,0,tarde
34220,0,3,0,tarde
34221,0,8,0,tarde
34222,0,1,0,tarde
34223,0,3,0,tarde
34224,0,3,0,tarde
34225,0,0,0,tarde
34226,0,2,0,tarde
34227,0,-5,0,tarde
34228,0,1,0,tarde
34229,0,-4,0,tarde
34230,0,-2,0,tarde
34231,0,3,0,tarde
34232,0,26,1,tarde
34233,0,3,0,tarde
34234,0,-1,0,tarde
34235,0,6,0,tarde
34236,0,-1,0,tarde
34237,0,15,0,tarde
34238,0,6,0,tarde
34239,0,5,0,tarde
34240,0,9,0,tarde
34241,0,16,1,tarde
34242,0,4,0,tarde
34243,0,3,0,tarde
34244,0,24,1,tarde
34245,0,17,1,tarde
34246,0,-1,0,tarde
34247,0,12,0,tarde
34248,0,11,0,tarde
34249,0,0,0,tarde
34250,0,2,0,tarde
34251,0,2,0,tarde
34252,0,19,1,tarde
34253,0,11,0,tarde
34254,0,27,1,tarde
34255,0,10,0,tarde
34256,0,21,1,tarde
34257,0,1,0,tarde
34258,0,22,1,tarde
34259,0,54,1,tarde
34260,0,15,0,tarde
34261,0,-10,0,tarde
34262,0,30,1,tarde
34263,0,16,1,tarde
34264,0,0,0,tarde
34265,0,-4,0,tarde
34266,0,-5,0,tarde
34267,0,44,1,tarde
34268,0,12,0,tarde
34269,0,4,0,tarde
34270,0,11,0,tarde
34271,0,42,1,tarde
34272,0,-2,0,tarde
34273,0,59,1,tarde
34274,0,7,0,tarde
34275,0,17,1,tarde
34276,0,2,0,tarde
34277,0,2,0,tarde
34278,0,-14,0,tarde
34279,0,30,1,tarde
34280,0,-2,0,tarde
34281,0,22,1,tarde
34282,0,-5,0,tarde
34283,0,4,0,tarde
34284,0,-7,0,tarde
34285,0,7,0,tarde
34286,0,1,0,tarde
34287,0,7,0,tarde
34288,0,8,0,tarde
34289,0,-6,0,tarde
34290,0,-2,0,tarde
34291,0,16,1,tarde
34292,0,-4,0,tarde
34293,0,60,1,tarde
34294,0,15,0,tarde
34295,0,0,0,tarde
34296,0,11,0,tarde
34297,0,0,0,tarde
34298,0,2,0,tarde
34299,0,20,1,tarde
34300,0,-3,0,tarde
34301,0,-5,0,tarde
34302,0,8,0,tarde
34303,0,2,0,tarde
34304,0,9,0,tarde
34305,0,4,0,tarde
34306,0,-1,0,tarde
34307,0,6,0,tarde
34308,0,21,1,tarde
34309,0,-4,0,tarde
34310,0,15,0,tarde
34311,0,8,0,tarde
34312,0,-3,0,tarde
34313,0,4,0,tarde
34314,0,8,0,tarde
34315,0,2,0,tarde
34316,0,0,0,tarde
34317,0,4,0,tarde
34318,0,-2,0,tarde
34319,0,0,0,tarde
34320,0,1,0,tarde
34321,0,0,0,tarde
34322,0,1,0,tarde
34323,0,0,0,tarde
34324,0,-1,0,tarde
34325,0,2,0,tarde
34326,0,7,0,tarde
34327,0,-7,0,tarde
34328,0,2,0,tarde
34329,0,3,0,tarde
34330,0,-2,0,tarde
34331,0,-2,0,tarde
34332,0,-2,0,tarde
34333,0,13,0,tarde
34334,0,-4,0,tarde
34335,0,9,0,tarde
34336,0,-2,0,tarde
34337,0,8,0,tarde
34338,0,13,0,tarde
34339,0,80,1,tarde
34340,0,-3,0,tarde
34341,0,0,0,tarde
34342,0,-4,0,tarde
34343,0,7,0,tarde
34344,0,10,0,tarde
34345,0,-4,0,tarde
34346,0,18,1,tarde
34347,0,0,0,tarde
34348,0,3,0,tarde
34349,0,-2,0,tarde
34350,0,1,0,tarde
34351,0,2,0,tarde
34352,0,0,0,tarde
34353,0,44,1,tarde
34354,0,4,0,tarde
34355,0,5,0,tarde
34356,0,-4,0,tarde
34357,0,-1,0,tarde
34358,0,30,1,tarde
34359,0,-2,0,tarde
34360,0,2,0,tarde
34361,0,-2,0,tarde
34362,0,-4,0,tarde
34363,0,0,0,tarde
34364,0,2,0,tarde
34365,0,3,0,tarde
34366,0,1,0,tarde
34367,0,-6,0,tarde
34368,0,-3,0,tarde
34369,0,-5,0,tarde
34370,0,-1,0,tarde
34371,0,5,0,tarde
34372,0,2,0,tarde
34373,0,8,0,tarde
34374,0,9,0,tarde
34375,0,-4,0,tarde
34376,0,11,0,tarde
34377,0,4,0,tarde
34378,0,-4,0,tarde
34379,0,4,0,tarde
34380,0,-6,0,tarde
34381,0,-1,0,tarde
34382,0,2,0,tarde
34383,0,-8,0,tarde
34384,0,-4,0,tarde
34385,0,5,0,tarde
34386,0,10,0,tarde
34387,0,0,0,tarde
34388,0,0,0,tarde
34389,0,2,0,tarde
34390,0,3,0,tarde
34391,0,23,1,tarde
34392,0,67,1,tarde
34393,0,55,1,tarde
34394,0,0,0,tarde
34395,0,42,1,tarde
34396,0,-4,0,tarde
34397,0,3,0,tarde
34398,0,84,1,tarde
34399,0,5,0,tarde
34400,0,12,0,tarde
34401,0,7,0,tarde
34402,0,21,1,tarde
34403,0,0,0,tarde
34404,0,0,0,tarde
34405,0,0,0,tarde
34406,0,0,0,tarde
34407,0,8,0,tarde
34408,0,6,0,tarde
34409,0,20,1,tarde
34410,0,15,0,tarde
34411,0,-4,0,tarde
34412,0,49,1,tarde
34413,0,22,1,tarde
34414,0,0,0,tarde
34415,0,4,0,tarde
34416,0,-1,0,tarde
34417,0,-3,0,tarde
34418,0,4,0,tarde
34419,0,-2,0,tarde
34420,0,-2,0,tarde
34421,0,38,1,tarde
34422,0,1,0,tarde
34423,0,28,1,tarde
34424,0,10,0,tarde
34425,0,10,0,tarde
34426,0,4,0,tarde
34427,0,9,0,tarde
34428,0,-8,0,tarde
34429,0,6,0,tarde
34430,0,-2,0,tarde
34431,0,5,0,tarde
34432,0,1,0,tarde
34433,0,83,1,tarde
34434,0,18,1,tarde
34435,0,7,0,tarde
34436,0,0,0,tarde
34437,0,79,1,tarde
34438,0,3,0,tarde
34439,0,12,0,tarde
34440,0,-7,0,tarde
34441,0,-1,0,tarde
34442,0,-4,0,tarde
34443,0,-1,0,tarde
34444,0,6,0,tarde
34445,0,0,0,tarde
34446,0,-8,0,tarde
34447,0,-1,0,tarde
34448,0,-5,0,tarde
34449,0,9,0,tarde
34450,0,2,0,tarde
34451,0,18,1,tarde
34452,0,-2,0,tarde
34453,0,1,0,tarde
34454,0,15,0,tarde
34455,0,-1,0,tarde
34456,0,27,1,tarde
34457,0,1,0,tarde
34458,0,-2,0,tarde
34459,0,8,0,tarde
34460,0,1,0,tarde
34461,0,0,0,tarde
34462,0,-2,0,tarde
34463,0,-3,0,tarde
34464,0,0,0,tarde
34465,0,2,0,tarde
34466,0,-4,0,tarde
34467,0,7,0,tarde
34468,0,24,1,tarde
34469,0,19,1,tarde
34470,0,7,0,tarde
34471,0,11,0,tarde
34472,0,15,0,tarde
34473,0,27,1,tarde
34474,0,8,0,tarde
34475,0,18,1,tarde
34476,0,137,1,tarde
34477,0,17,1,tarde
34478,0,12,0,tarde
34479,0,56,1,tarde
34480,0,30,1,tarde
34481,0,8,0,tarde
34482,0,34,1,tarde
34483,0,18,1,tarde
34484,0,15,0,tarde
34485,0,2,0,tarde
34486,0,30,1,tarde
34487,0,7,0,tarde
34488,0,-1,0,tarde
34489,0,38,1,tarde
34490,0,28,1,tarde
34491,0,100,1,tarde
34492,0,25,1,tarde
34493,0,2,0,tarde
34494,0,-6,0,tarde
34495,0,3,0,tarde
34496,0,6,0,tarde
34497,0,-10,0,tarde
34498,0,-1,0,tarde
34499,0,1,0,tarde
34500,0,-1,0,tarde
34501,0,41,1,tarde
34502,0,0,0,tarde
34503,0,8,0,tarde
34504,0,3,0,tarde
34505,0,-6,0,tarde
34506,0,33,1,tarde
34507,0,3,0,tarde
34508,0,9,0,tarde
34509,0,11,0,tarde
34510,0,25,1,tarde
34511,0,6,0,tarde
34512,0,-1,0,tarde
34513,0,4,0,tarde
34514,0,17,1,tarde
34515,0,44,1,tarde
34516,0,1,0,tarde
34517,0,0,0,tarde
34518,0,-14,0,tarde
34519,0,7,0,tarde
34520,0,0,0,tarde
34521,0,5,0,tarde
34522,0,9,0,tarde
34523,0,-1,0,tarde
34524,0,-2,0,tarde
34525,0,14,0,tarde
34526,0,-2,0,tarde
34527,0,-3,0,tarde
34528,0,0,0,tarde
34529,0,36,1,tarde
34530,0,1,0,tarde
34531,0,1,0,tarde
34532,0,54,1,tarde
34533,0,11,0,tarde
34534,0,9,0,tarde
34535,0,6,0,tarde
34536,0,1,0,tarde
34537,0,33,1,tarde
34538,0,22,1,tarde
34539,0,-4,0,tarde
34540,0,5,0,tarde
34541,0,7,0,tarde
34542,0,9,0,tarde
34543,0,-2,0,tarde
34544,0,31,1,tarde
34545,0,7,0,tarde
34546,0,-3,0,tarde
34547,0,0,0,tarde
34548,0,2,0,tarde
34549,0,-4,0,tarde
34550,0,10,0,tarde
34551,0,-1,0,tarde
34552,0,-1,0,tarde
34553,0,-3,0,tarde
34554,0,-2,0,tarde
34555,0,1,0,tarde
34556,0,1,0,tarde
34557,0,-1,0,tarde
34558,0,0,0,tarde
34559,0,-4,0,tarde
34560,0,-3,0,tarde
34561,0,12,0,tarde
34562,0,-3,0,tarde
34563,0,7,0,tarde
34564,0,-2,0,tarde
34565,0,-3,0,tarde
34566,0,8,0,tarde
34567,0,3,0,tarde
34568,0,2,0,tarde
34569,0,19,1,tarde
34570,0,3,0,tarde
34571,0,8,0,tarde
34572,0,-11,0,tarde
34573,0,16,1,tarde
34574,0,4,0,tarde
34575,0,-2,0,tarde
34576,0,7,0,tarde
34577,0,1,0,tarde
34578,0,14,0,tarde
34579,0,0,0,tarde
34580,0,49,1,tarde
34581,0,10,0,tarde
34582,0,10,0,tarde
34583,0,4,0,tarde
34584,0,1,0,tarde
34585,0,5,0,tarde
34586,0,21,1,tarde
34587,0,0,0,tarde
34588,0,7,0,tarde
34589,0,8,0,tarde
34590,0,1,0,tarde
34591,0,41,1,tarde
34592,0,13,0,tarde
34593,0,0,0,tarde
34594,0,5,0,tarde
34595,0,1,0,tarde
34596,0,7,0,tarde
34597,0,-2,0,tarde
34598,0,0,0,tarde
34599,0,6,0,tarde
34600,0,2,0,tarde
34601,0,-3,0,tarde
34602,0,39,1,tarde
34603,0,2,0,tarde
34604,0,-4,0,tarde
34605,0,11,0,tarde
34606,0,2,0,tarde
34607,0,3,0,tarde
34608,0,-3,0,tarde
34609,0,8,0,tarde
34610,0,-2,0,tarde
34611,0,12,0,tarde
34612,0,1,0,tarde
34613,0,42,1,tarde
34614,0,-7,0,tarde
34615,0,10,0,tarde
34616,0,1,0,tarde
34617,0,0,0,tarde
34618,0,40,1,tarde
34619,0,1,0,tarde
34620,0,9,0,tarde
34621,0,-6,0,tarde
34622,0,5,0,tarde
34623,0,-2,0,tarde
34624,0,0,0,tarde
34625,0,29,1,tarde
34626,0,-2,0,tarde
34627,0,23,1,tarde
34628,0,5,0,tarde
34629,0,7,0,tarde
34630,0,11,0,tarde
34631,0,-3,0,tarde
34632,0,8,0,tarde
34633,0,9,0,tarde
34634,0,16,1,tarde
34635,0,0,0,tarde
34636,0,12,0,tarde
34637,0,7,0,tarde
34638,0,22,1,tarde
34639,0,4,0,tarde
34640,0,32,1,tarde
34641,0,56,1,tarde
34642,0,6,0,tarde
34643,0,1,0,tarde
34644,0,4,0,tarde
34645,0,11,0,tarde
34646,0,9,0,tarde
34647,0,-1,0,tarde
34648,0,7,0,tarde
34649,0,18,1,tarde
34650,0,39,1,tarde
34651,0,14,0,tarde
34652,0,2,0,tarde
34653,0,3,0,tarde
34654,0,0,0,tarde
34655,0,93,1,tarde
34656,0,4,0,tarde
34657,0,7,0,tarde
34658,0,0,0,tarde
34659,0,14,0,tarde
34660,0,50,1,tarde
34661,0,6,0,tarde
34662,0,9,0,tarde
34663,0,0,0,tarde
34664,0,17,1,tarde
34665,0,4,0,tarde
34666,0,-5,0,tarde
34667,0,-3,0,tarde
34668,0,0,0,tarde
34669,0,0,0,tarde
34670,0,1,0,tarde
34671,0,2,0,tarde
34672,0,4,0,tarde
34673,0,37,1,tarde
34674,0,6,0,tarde
34675,0,9,0,tarde
34676,0,5,0,tarde
34677,0,7,0,tarde
34678,0,10,0,tarde
34679,0,6,0,tarde
34680,0,-1,0,tarde
34681,0,13,0,tarde
34682,0,3,0,tarde
34683,0,32,1,tarde
34684,0,1,0,tarde
34685,0,18,1,tarde
34686,0,9,0,tarde
34687,0,37,1,tarde
34688,0,-1,0,tarde
34689,0,3,0,tarde
34690,0,5,0,tarde
34691,0,11,0,tarde
34692,0,13,0,tarde
34693,0,4,0,tarde
34694,0,0,0,tarde
34695,0,-5,0,tarde
34696,0,9,0,tarde
34697,0,3,0,tarde
34698,0,-1,0,tarde
34699,0,13,0,tarde
34700,0,9,0,tarde
34701,0,11,0,tarde
34702,0,-3,0,tarde
34703,0,15,0,tarde
34704,0,6,0,tarde
34705,0,0,0,tarde
34706,0,17,1,tarde
34707,0,1,0,tarde
34708,0,17,1,tarde
34709,0,26,1,tarde
34710,0,-5,0,tarde
34711,0,22,1,tarde
34712,0,22,1,tarde
34713,0,33,1,tarde
34714,0,19,1,tarde
34715,0,4,0,tarde
34716,0,16,1,tarde
34717,0,29,1,tarde
34718,0,4,0,tarde
34719,0,-6,0,tarde
34720,0,0,0,tarde
34721,0,4,0,tarde
34722,0,-1,0,tarde
34723,0,16,1,tarde
34724,0,84,1,tarde
34725,0,1,0,tarde
34726,0,2,0,tarde
34727,0,8,0,tarde
34728,0,13,0,tarde
34729,0,1,0,tarde
34730,0,2,0,tarde
34731,0,23,1,tarde
34732,0,20,1,tarde
34733,0,35,1,tarde
34734,0,3,0,tarde
34735,0,2,0,tarde
34736,0,5,0,tarde
34737,0,0,0,tarde
34738,0,1,0,tarde
34739,0,-2,0,tarde
34740,0,-4,0,tarde
34741,0,-6,0,tarde
34742,0,1,0,tarde
34743,0,-4,0,tarde
34744,0,37,1,tarde
34745,0,2,0,tarde
34746,0,3,0,tarde
34747,0,2,0,tarde
34748,0,4,0,tarde
34749,0,3,0,tarde
34750,0,11,0,tarde
34751,0,4,0,tarde
34752,0,-6,0,tarde
34753,0,4,0,tarde
34754,0,1,0,tarde
34755,0,-2,0,tarde
34756,0,10,0,tarde
34757,0,-11,0,tarde
34758,0,-2,0,tarde
34759,0,-2,0,tarde
34760,0,-4,0,tarde
34761,0,0,0,tarde
34762,0,27,1,tarde
34763,0,11,0,tarde
34764,0,-6,0,tarde
34765,0,-2,0,tarde
34766,0,-2,0,tarde
34767,0,-1,0,tarde
34768,0,3,0,tarde
34769,0,0,0,tarde
34770,0,-1,0,tarde
34771,0,19,1,tarde
34772,0,4,0,tarde
34773,0,-7,0,tarde
34774,0,-5,0,tarde
34775,0,2,0,tarde
34776,0,34,1,tarde
34777,0,5,0,tarde
34778,0,4,0,tarde
34779,0,-6,0,tarde
34780,0,15,0,tarde
34781,0,7,0,tarde
34782,0,0,0,tarde
34783,0,-4,0,tarde
34784,0,7,0,tarde
34785,0,-4,0,tarde
34786,0,-6,0,tarde
34787,0,-2,0,tarde
34788,0,6,0,tarde
34789,0,5,0,tarde
34790,0,3,0,tarde
34791,0,53,1,tarde
34792,0,4,0,tarde
34793,0,0,0,tarde
34794,0,13,0,tarde
34795,0,1,0,tarde
34796,0,-9,0,tarde
34797,0,2,0,tarde
34798,0,21,1,tarde
34799,0,6,0,tarde
34800,0,38,1,tarde
34801,0,1,0,tarde
34802,0,57,1,tarde
34803,0,9,0,tarde
34804,0,44,1,tarde
34805,0,-2,0,tarde
34806,0,24,1,tarde
34807,0,5,0,tarde
34808,0,10,0,tarde
34809,0,0,0,tarde
34810,0,5,0,tarde
34811,0,5,0,tarde
34812,0,-1,0,tarde
34813,0,24,1,tarde
34814,0,-3,0,tarde
34815,0,7,0,tarde
34816,0,11,0,tarde
34817,0,2,0,tarde
34818,0,-7,0,tarde
34819,0,7,0,tarde
34820,0,-1,0,tarde
34821,0,1,0,tarde
34822,0,-9,0,tarde
34823,0,-5,0,tarde
34824,0,74,1,tarde
34825,0,10,0,tarde
34826,0,-3,0,tarde
34827,0,-3,0,tarde
34828,0,2,0,tarde
34829,0,14,0,tarde
34830,0,5,0,tarde
34831,0,10,0,tarde
34832,0,18,1,tarde
34833,0,-9,0,tarde
34834,0,-3,0,tarde
34835,0,-1,0,tarde
34836,0,-3,0,tarde
34837,0,8,0,tarde
34838,0,1,0,tarde
34839,0,23,1,tarde
34840,0,23,1,tarde
34841,0,3,0,tarde
34842,0,7,0,tarde
34843,0,3,0,tarde
34844,0,5,0,tarde
34845,0,1,0,tarde
34846,0,10,0,tarde
34847,0,46,1,tarde
34848,0,1,0,tarde
34849,0,-1,0,tarde
34850,0,-2,0,tarde
34851,0,10,0,tarde
34852,0,-1,0,tarde
34853,0,-8,0,tarde
34854,0,-2,0,tarde
34855,0,26,1,tarde
34856,0,3,0,tarde
34857,0,0,0,tarde
34858,0,7,0,tarde
34859,0,5,0,tarde
34860,0,-2,0,tarde
34861,0,5,0,tarde
34862,0,23,1,tarde
34863,0,8,0,tarde
34864,0,-5,0,tarde
34865,0,12,0,tarde
34866,0,2,0,tarde
34867,0,2,0,tarde
34868,0,0,0,tarde
34869,0,0,0,tarde
34870,0,18,1,tarde
34871,0,-2,0,tarde
34872,0,45,1,tarde
34873,0,9,0,tarde
34874,0,-5,0,tarde
34875,0,80,1,tarde
34876,0,5,0,tarde
34877,0,14,0,tarde
34878,0,60,1,tarde
34879,0,4,0,tarde
34880,0,12,0,tarde
34881,0,0,0,tarde
34882,0,0,0,tarde
34883,0,7,0,tarde
34884,0,17,1,tarde
34885,0,-1,0,tarde
34886,0,1,0,tarde
34887,0,-1,0,tarde
34888,0,7,0,tarde
34889,0,-3,0,tarde
34890,0,11,0,tarde
34891,0,-1,0,tarde
34892,0,3,0,tarde
34893,0,8,0,tarde
34894,0,-2,0,tarde
34895,0,10,0,tarde
34896,0,0,0,tarde
34897,0,-5,0,tarde
34898,0,27,1,tarde
34899,0,1,0,tarde
34900,0,-1,0,tarde
34901,0,9,0,tarde
34902,0,0,0,tarde
34903,0,80,1,tarde
34904,0,22,1,tarde
34905,0,14,0,tarde
34906,0,8,0,tarde
34907,0,6,0,tarde
34908,0,6,0,tarde
34909,0,-3,0,tarde
34910,0,8,0,tarde
34911,0,17,1,tarde
34912,0,-6,0,tarde
34913,0,-4,0,tarde
34914,0,5,0,tarde
34915,0,-7,0,tarde
34916,0,4,0,tarde
34917,0,0,0,tarde
34918,0,25,1,tarde
34919,0,1,0,tarde
34920,0,-1,0,tarde
34921,0,4,0,tarde
34922,0,2,0,tarde
34923,0,14,0,tarde
34924,0,10,0,tarde
34925,0,8,0,tarde
34926,0,-5,0,tarde
34927,0,12,0,tarde
34928,0,-3,0,tarde
34929,0,-1,0,tarde
34930,0,-5,0,tarde
34931,0,2,0,tarde
34932,0,2,0,tarde
34933,0,-1,0,tarde
34934,0,10,0,tarde
34935,0,-2,0,tarde
34936,0,7,0,tarde
34937,0,3,0,tarde
34938,0,-2,0,tarde
34939,0,-2,0,tarde
34940,0,17,1,tarde
34941,0,11,0,tarde
34942,0,-1,0,tarde
34943,0,26,1,tarde
34944,0,-7,0,tarde
34945,0,18,1,tarde
34946,0,2,0,tarde
34947,0,-12,0,tarde
34948,0,8,0,tarde
34949,0,-1,0,tarde
34950,0,15,0,tarde
34951,0,4,0,tarde
34952,0,2,0,tarde
